cap.shape;cap.surface;cap.color;bruises;odor;gill.attachment;gill.spacing;gill.size;gill.color;stalk.shape;stalk.root;stalk.surface.above.ring;stalk.surface.below.ring;stalk.color.above.ring;stalk.color.below.ring;veil.color;ring.number;ring.type;spore.print.color;population;habitat.;class
CONVEX;FIBROUS;WHITE;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
CONVEX;SMOOTH;WHITE;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
FLAT;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SMOOTH;PINK;NO;CREOSOTE;FREE;CROWDED;NARROW;PINK;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;POISONOUS
CONVEX;FIBROUS;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;PURPLE;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;WHITE;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
CONVEX;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;PINK;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;PATHS;POISONOUS
CONVEX;SMOOTH;YELLOW;BRUISES;ANISE;FREE;CLOSE;BROAD;WHITE;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;MEADOWS;EDIBLE
CONVEX;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
FLAT;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
FLAT;SCALY;RED;BRUISES;NONE;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;PINK;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
CONVEX;SMOOTH;WHITE;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
CONVEX;FIBROUS;WHITE;NO;CREOSOTE;FREE;CROWDED;NARROW;PINK;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;WOODS;POISONOUS
CONVEX;SMOOTH;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;TWO;PENDANT;WHITE;SOLITARY;PATHS;EDIBLE
CONVEX;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;PINK;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
FLAT;FIBROUS;GRAY;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;GRASSES;POISONOUS
FLAT;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
CONVEX;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
BELL;SMOOTH;WHITE;BRUISES;ANISE;FREE;CLOSE;BROAD;BLACK;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;NUMEROUS;MEADOWS;EDIBLE
BELL;SCALY;YELLOW;BRUISES;ANISE;FREE;CLOSE;BROAD;GRAY;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;MEADOWS;EDIBLE
CONVEX;SCALY;RED;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;GRAY;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
FLAT;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
CONVEX;SMOOTH;WHITE;BRUISES;FOUL;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;CHOCOLATE;SEVERAL;URBAN;POISONOUS
CONVEX;FIBROUS;GRAY;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
CONVEX;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
CONVEX;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
CONVEX;FIBROUS;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
CONVEX;SCALY;BROWN;BRUISES;ANISE;FREE;CLOSE;BROAD;BROWN;ENLARGING;ROOTED;SMOOTH;SCALY;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;GRASSES;EDIBLE
FLAT;SMOOTH;WHITE;BRUISES;NONE;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;TWO;PENDANT;GREEN;SEVERAL;MEADOWS;POISONOUS
CONVEX;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
CONVEX;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;PINK;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;WOODS;POISONOUS
CONVEX;SCALY;WHITE;BRUISES;PUNGENT;FREE;CLOSE;NARROW;WHITE;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;URBAN;POISONOUS
FLAT;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;PINK;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
CONVEX;SCALY;BROWN;BRUISES;PUNGENT;FREE;CLOSE;NARROW;BROWN;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;URBAN;POISONOUS
FLAT;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
BELL;SCALY;WHITE;BRUISES;ANISE;FREE;CLOSE;BROAD;WHITE;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;MEADOWS;EDIBLE
CONVEX;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
KNOBBED;FIBROUS;BROWN;NO;NONE;FREE;CROWDED;NARROW;WHITE;ENLARGING;BULBOUS;FIBROUS;SMOOTH;WHITE;BROWN;WHITE;ONE;EVANESCENT;WHITE;SEVERAL;LEAVES;EDIBLE
FLAT;FIBROUS;RED;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
FLAT;FIBROUS;BROWN;NO;NONE;FREE;CLOSE;NARROW;PINK;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SOLITARY;URBAN;EDIBLE
FLAT;SMOOTH;BROWN;BRUISES;PUNGENT;FREE;CLOSE;NARROW;WHITE;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;GRASSES;POISONOUS
FLAT;FIBROUS;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;PINK;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
FLAT;FIBROUS;GRAY;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;PINK;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
FLAT;SMOOTH;WHITE;BRUISES;FOUL;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;CHOCOLATE;SEVERAL;URBAN;POISONOUS
FLAT;SMOOTH;WHITE;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;ABUNDANT;GRASSES;EDIBLE
FLAT;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SMOOTH;WHITE;BRUISES;ALMOND;FREE;CLOSE;BROAD;BROWN;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;NUMEROUS;GRASSES;EDIBLE
FLAT;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;PINK;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
CONVEX;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
FLAT;SCALY;BROWN;BRUISES;ALMOND;FREE;CLOSE;BROAD;WHITE;ENLARGING;ROOTED;SMOOTH;SCALY;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;PATHS;EDIBLE
CONVEX;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;PINK;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;PATHS;POISONOUS
FLAT;FIBROUS;WHITE;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;ABUNDANT;GRASSES;EDIBLE
FLAT;SCALY;PINK;BRUISES;NONE;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;TWO;PENDANT;GREEN;SEVERAL;GRASSES;POISONOUS
FLAT;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
FLAT;FIBROUS;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
CONVEX;SMOOTH;YELLOW;BRUISES;ALMOND;FREE;CLOSE;BROAD;GRAY;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;NUMEROUS;GRASSES;EDIBLE
CONVEX;FIBROUS;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;PINK;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
CONVEX;SCALY;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;GRAY;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
FLAT;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;WOODS;POISONOUS
BELL;SMOOTH;YELLOW;BRUISES;ALMOND;FREE;CLOSE;BROAD;WHITE;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;NUMEROUS;GRASSES;EDIBLE
FLAT;FIBROUS;RED;BRUISES;NONE;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;GRAY;WHITE;ONE;PENDANT;BLACK;SOLITARY;WOODS;EDIBLE
FLAT;SCALY;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;PINK;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
FLAT;FIBROUS;WHITE;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
BELL;SMOOTH;YELLOW;BRUISES;ANISE;FREE;CLOSE;BROAD;BLACK;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;MEADOWS;EDIBLE
CONVEX;SCALY;YELLOW;BRUISES;ANISE;FREE;CLOSE;BROAD;GRAY;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;NUMEROUS;MEADOWS;EDIBLE
FLAT;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;WOODS;POISONOUS
CONVEX;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;GRASSES;POISONOUS
CONVEX;SMOOTH;GRAY;NO;CREOSOTE;FREE;CROWDED;NARROW;BROWN;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;POISONOUS
CONVEX;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;WHITE;WHITE;ONE;PENDANT;BLACK;SOLITARY;WOODS;EDIBLE
CONVEX;FIBROUS;BROWN;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
FLAT;FIBROUS;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;PINK;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
FLAT;SCALY;YELLOW;BRUISES;ANISE;FREE;CLOSE;BROAD;BROWN;ENLARGING;ROOTED;SMOOTH;SCALY;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;PINK;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
FLAT;FIBROUS;WHITE;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
CONVEX;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;PINK;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
FLAT;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;PURPLE;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;GRAY;WHITE;ONE;PENDANT;BLACK;SOLITARY;WOODS;EDIBLE
FLAT;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;FIBROUS;BROWN;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
FLAT;FIBROUS;RED;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
CONVEX;SMOOTH;BROWN;BRUISES;PUNGENT;FREE;CLOSE;NARROW;BROWN;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SEVERAL;GRASSES;POISONOUS
CONVEX;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SCALY;WHITE;BRUISES;ANISE;FREE;CLOSE;BROAD;BROWN;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;MEADOWS;EDIBLE
FLAT;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;ABUNDANT;GRASSES;EDIBLE
CONVEX;FIBROUS;RED;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;GRAY;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
FLAT;SCALY;RED;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;GRAY;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
CONVEX;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;PINK;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
FLAT;FIBROUS;WHITE;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
FLAT;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
FLAT;SCALY;WHITE;BRUISES;PUNGENT;FREE;CLOSE;NARROW;BLACK;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;GRASSES;POISONOUS
FLAT;SCALY;YELLOW;BRUISES;ANISE;FREE;CLOSE;BROAD;WHITE;ENLARGING;ROOTED;SMOOTH;SCALY;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;PATHS;EDIBLE
FLAT;SCALY;RED;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;WHITE;WHITE;ONE;PENDANT;BLACK;SOLITARY;WOODS;EDIBLE
CONVEX;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;WOODS;POISONOUS
CONVEX;SCALY;WHITE;BRUISES;PUNGENT;FREE;CLOSE;NARROW;BROWN;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;GRASSES;POISONOUS
CONVEX;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;PATHS;POISONOUS
FLAT;SMOOTH;WHITE;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;TWO;PENDANT;GREEN;SEVERAL;MEADOWS;POISONOUS
FLAT;SCALY;BROWN;BRUISES;ANISE;FREE;CLOSE;BROAD;WHITE;ENLARGING;ROOTED;SMOOTH;SCALY;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;PATHS;EDIBLE
FLAT;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;GRASSES;POISONOUS
CONVEX;FIBROUS;WHITE;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;ABUNDANT;GRASSES;EDIBLE
BELL;SMOOTH;BUFF;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;TWO;PENDANT;GREEN;SEVERAL;GRASSES;POISONOUS
FLAT;FIBROUS;RED;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;GRAY;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
CONVEX;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
FLAT;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;ABUNDANT;GRASSES;EDIBLE
FLAT;FIBROUS;BROWN;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
FLAT;FIBROUS;GRAY;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
CONVEX;SMOOTH;BROWN;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
FLAT;SCALY;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;PINK;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
FLAT;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
FLAT;SMOOTH;BUFF;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;TWO;PENDANT;GREEN;SEVERAL;MEADOWS;POISONOUS
CONVEX;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
CONVEX;SCALY;CINNAMON;NO;NONE;FREE;CROWDED;NARROW;WHITE;ENLARGING;BULBOUS;SMOOTH;FIBROUS;WHITE;BROWN;WHITE;ONE;EVANESCENT;WHITE;SEVERAL;LEAVES;EDIBLE
FLAT;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;WOODS;POISONOUS
CONVEX;SCALY;RED;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
